16844,Earthfury Epaulets,Shoulders
16839,Earthfury Gauntlets,Gloves
16842,Earthfury Helmet,Helm
16843,Earthfury Legguards,Pants
43502,Earthgiving Boots,Boots
43495,Earthgiving Legguards,Pants
62363,Earthmender's Boots,Boots
33535,Earthquake Bracers,Bracers
103754,Earthripper Gloves,Gloves
17073,Earthshaker,Weapon
45521,Earthshaper,Weapon
22468,Earthshatter Boots,Boots
43762,Earthshatter Chestguard,Chest
43763,Earthshatter Faceguard,Helm
22470,Earthshatter Girdle,Belt
43764,Earthshatter Gloves,Gloves
43765,Earthshatter Grips,Gloves
22469,Earthshatter Handguards,Gloves
43767,Earthshatter Hauberk,Chest
22466,Earthshatter Headpiece,Helm
43769,Earthshatter Helm,Helm
43770,Earthshatter Kilt,Pants
22465,Earthshatter Legguards,Pants
43772,Earthshatter Shoulderguards,Shoulders
43773,Earthshatter Shoulderpads,Shoulders
22467,Earthshatter Spaulders,Shoulders
22464,Earthshatter Tunic,Chest
43776,Earthshatter War-Kilt,Pants
22471,Earthshatter Wristguards,Bracers
49896,Earthsoul Boots,Boots
28591,Earthsoul Leggings,Pants
21180,Earthstrike,Trinket
29171,Earthwarden,Weapon
103955,Ebon Blood Chestguard,Chest
19170,Ebon Hand,Weapon
29516,Ebon Netherscale Belt,Belt
29517,Ebon Netherscale Bracers,Bracers
29515,Ebon Netherscale Breastplate,Chest
103901,Ebon Ritual Hood,Helm
42111,Ebonweave Gloves,Gloves
19407,Ebony Flame Gloves,Gloves
34921,Ecclesiastical Cuirass,Chest
72806,Echoing Headguard,Helm
47884,Edge of Agony,Weapon
34606,Edge of Oppression,Weapon
47493,Edge of Ruin,Weapon
14551,Edgemaster's Handguards,Gloves
28545,Edgewalker Longboots,Boots
49832,Eerie Runeblade Polisher,Cloak
94807,Egg-Shard Grips,Gloves
59234,Einhorn's Galoshes,Boots
47882,Eitrigg's Oath,Trinket
93849,Elder Staff of Jordan,Weapon
101851,Elder Tortoiseshell Breastplate,Chest
101852,Elder Tortoiseshell Drape,Cloak
101853,Elder Tortoiseshell Gauntlets,Gloves
101854,Elder Tortoiseshell Girdle,Belt
101857,Elder Tortoiseshell Gorget,Neck
101855,Elder Tortoiseshell Helm,Helm
101856,Elder Tortoiseshell Legplates,Pants
101944,Elder Tortoiseshell Neck,Neck
101858,Elder Tortoiseshell Pauldrons,Shoulders
101859,Elder Tortoiseshell Sabatons,Boots
101860,Elder Tortoiseshell Seal,Ring
101861,Elder Tortoiseshell Vambraces,Bracers
40553,Electrified Blade,Weapon
42555,Electroflux Sight Enhancers,Helm
59118,Electron Inductor Coils,Bracers
77220,Electrowing Dagger,Weapon
40697,Elegant Temple Gardens' Girdle,Belt
86130,Elegion, the Fanged Crescent,Weapon
20698,Elemental Attuned Blade,Weapon
20682,Elemental Focus Band,Ring
45866,Elemental Focus Stone,Trinket
944,Elemental Mage Staff,Weapon
55060,Elementium Deathplate,Chest
71058,Elementium Deathplate Breastplate,Chest
70955,Elementium Deathplate Chestguard,Chest
70954,Elementium Deathplate Faceguard,Helm
71059,Elementium Deathplate Gauntlets,Gloves
71061,Elementium Deathplate Greaves,Pants
70953,Elementium Deathplate Handguards,Gloves
71060,Elementium Deathplate Helmet,Helm
70952,Elementium Deathplate Legguards,Pants
71062,Elementium Deathplate Pauldrons,Shoulders
70951,Elementium Deathplate Shoulderguards,Shoulders
55069,Elementium Earthguard,OffHand
55061,Elementium Girdle of Pain,Belt
19349,Elementium Reinforced Bulwark,OffHand
55070,Elementium Stormshield,OffHand
19386,Elementium Threaded Cloak,Cloak
70158,Elementium-Edged Scalper,Weapon
40590,Elevated Lair Pauldrons,Shoulders
32351,Elunite Empowered Bracers,Bracers
33971,Elunite Imbued Leggings,Pants
71258,Embereye Belt,Belt
71265,Emberflame Bracers,Bracers
69948,Emberforged Elementium Boots,Boots
28609,Emberspur Talisman,Neck
19433,Emberweave Leggings,Pants
34906,Embrace of Everlasting Prowess,Chest
34903,Embrace of Starlight,Chest
45473,Embrace of the Gladiator,Chest
45119,Embrace of the Leviathan,Belt
34373,Embrace of the Phoenix,Chest
39229,Embrace of the Spider,Trinket
23565,Embrace of the Twisting Nether,Chest
20578,Emerald Dragonfang,Weapon
28524,Emerald Ripper,Weapon
51586,Emerald Saint's Spaulders,Shoulders
45702,Emerald Signet Ring,Ring
77111,Emergency Descent Loop,Ring
49297,Empowered Deathbringer,Weapon
19385,Empowered Leggings,Pants
38287,Empty Mug of Direbrew,Trinket
17112,Empyrean Demolisher,Weapon
89825,Enameled Grips of Solemnity,Gloves
33332,Enamelled Disc of Mojo,OffHand
43995,Enamored Cowl,Helm
103727,Encapsulated Essence of Immerseus,Weapon
30886,Enchanted Leather Sandals,Boots
103961,Enchanted Shao-Tien Saber,Weapon
40680,Encircling Burnished Gold Chains,Neck
69953,Endless Dream Walkers,Boots
47679,Endurance of the Infernal,Neck
59458,Energized Bio-Optic Killshades,Helm
77537,Energized Retinal Armor,Helm
45292,Energy Siphon,Trinket
50273,Engraved Gargoyle Femur,Weapon
21344,Enigma Boots,Boots
21347,Enigma Circlet,Helm
21346,Enigma Leggings,Pants
21345,Enigma Shoulderpads,Shoulders
47743,Enlightenment,Weapon
34938,Enslaved Doomguard Soulgrips,Gloves
47597,Ensorcelled Nerubian Breastplate,Chest
71786,Entrail Disgorger,Weapon
16945,Epaulets of Ten Storms,Shoulders
47704,Epaulets of the Devourer,Shoulders
47710,Epaulets of the Fateful Accord,Shoulders
39725,Epaulets of the Grieving Servant,Shoulders
50260,Ephemeral Snowflake,Trinket
34208,Equilibrium Epaulets,Shoulders
34390,Erupting Epaulets,Shoulders
71298,Erupting Volcanic Faceguard,Helm
71292,Erupting Volcanic Gloves,Gloves
71302,Erupting Volcanic Grips,Gloves
71297,Erupting Volcanic Handwraps,Gloves
71293,Erupting Volcanic Headpiece,Helm
71303,Erupting Volcanic Helmet,Helm
71294,Erupting Volcanic Kilt,Pants
71304,Erupting Volcanic Legguards,Pants
71299,Erupting Volcanic Legwraps,Pants
71300,Erupting Volcanic Mantle,Shoulders
71295,Erupting Volcanic Shoulderwraps,Shoulders
71305,Erupting Volcanic Spaulders,Shoulders
40237,Eruption-Scarred Boots,Boots
49306,Eskhandar's Choker,Neck
18205,Eskhandar's Collar,Neck
18202,Eskhandar's Left Claw,Weapon
49492,Eskhandar's Links,Neck
18204,Eskhandar's Pelt,Cloak
18203,Eskhandar's Right Claw,Weapon
49796,Essence of Anger,Belt
50212,Essence of Desire,Gloves
50209,Essence of Suffering,Bracers
86388,Essence of Terror,Trinket
59473,Essence of the Cyclone,Trinket
69002,Essence of the Eternal Flame,Trinket
29376,Essence of the Martyr,Trinket
18815,Essence of the Pure Flame,Trinket
40323,Esteemed Bindings,Bracers
48954,Etched Band of the Kirin Tor,Ring
51782,Etched Dragonbone Girdle,Belt
48955,Etched Loop of the Kirin Tor,Ring
48956,Etched Ring of the Kirin Tor,Ring
48957,Etched Signet of the Kirin Tor,Ring
85382,Eternal Blossom Breeches,Pants
85307,Eternal Blossom Cover,Helm
85308,Eternal Blossom Gloves,Gloves
85312,Eternal Blossom Grips,Gloves
85380,Eternal Blossom Handguards,Gloves
85358,Eternal Blossom Handwraps,Gloves
85381,Eternal Blossom Headguard,Helm
85311,Eternal Blossom Headpiece,Helm
85357,Eternal Blossom Helm,Helm
85306,Eternal Blossom Leggings,Pants
85310,Eternal Blossom Legguards,Pants
85356,Eternal Blossom Legwraps,Pants
85354,Eternal Blossom Mantle,Shoulders
85383,Eternal Blossom Shoulderguards,Shoulders
85304,Eternal Blossom Shoulderwraps,Shoulders
85309,Eternal Blossom Spaulders,Shoulders
69937,Eternal Elementium Handguards,Gloves
58198,Eternal Pathfinders,Boots
28593,Eternium Greathelm,Helm
33513,Eternium Rage-Shackles,Bracers
23554,Eternium Runed Blade,Weapon
32232,Eternium Shell Bracers,Bracers
51007,Ether-Soaked Bracers,Bracers
69952,Ethereal Footfalls,Boots
29981,Ethereum Life-Staff,Weapon
30722,Ethereum Nexus-Reaver,Weapon
90574,Etoshia's Elegant Gloves,Gloves
101819,Everbright Breastplate,Chest
101820,Everbright Gauntlets,Gloves
101821,Everbright Girdle,Belt
101822,Everbright Helm,Helm
101823,Everbright Legplates,Pants
101824,Everbright Pauldrons,Shoulders
101825,Everbright Sabatons,Boots
101826,Everbright Vambraces,Bracers
76150,Evergreen Wristbands,Bracers
34602,Eversong Cuffs,Bracers
102298,Evil Eye of Galakras,Trinket
45822,Evoker's Charm,Neck
44103,Exceptional Stormshroud Shoulders,Shoulders
30732,Exodar Life-Staff,Weapon
77217,Experimental Specimen Slicer,Weapon
44107,Exquisite Sunderseer Mantle,Shoulders
69764,Extinct Turtle Shell,OffHand
103823,Extinguished Ember of Galakras,Ring
40373,Extract of Necromantic Power,Trinket
68983,Eye of Blazing Power,Trinket
23001,Eye of Diminution,Trinket
3075,Eye of Flame,Helm
28823,Eye of Gruul,Trinket
28789,Eye of Magtheridon,Trinket
95164,Eye of Oondasta,Ring
71776,Eye of Purification,Weapon
85996,Eye of the Ancient Spirit,OffHand
45308,Eye of the Broodmother,Trinket
23047,Eye of the Dead,Trinket
32081,Eye of the Stalker,Ring
77200,Eye of Unmaking,Trinket
50197,Eyes of Bewilderment,Helm
22730,Eyestalk Waist Cord,Belt
94515,Fabled Feather of Ji-Kun,Trinket
98989,Faceguard of Celestial Harmony,Helm
99049,Faceguard of Cyclopean Dread,Helm
32083,Faceguard of Determination,Helm
77005,Faceguard of Radiant Glory,Helm
85326,Faceguard of Resounding Rings,Helm
95232,Faceguard of the All-Consuming Maw,Helm
30731,Faceguard of the Endless Watch,Helm
46028,Faceguard of the Eyeless Horror,Helm
95337,Faceguard of the Last Mogu,Helm
85316,Faceguard of the Lost Catacomb,Helm
70944,Faceguard of the Molten Giant,Helm
99032,Faceguard of the Prehistoric Marauder,Helm
60308,Faceguard of the Raging Elements,Helm
40298,Faceguard of the Succumbed,Helm
95312,Faceguard of the Witch Doctor,Helm
99029,Faceguard of Winged Triumph,Helm
49320,Faceguard of Wrath,Helm
90411,Facemask of Unrepentant Banditry,Helm
50060,Faceplate of the Forgotten,Helm
47677,Faceplate of the Honorbound,Helm
32521,Faceplate of the Impenetrable,Helm
47717,Faceplate of the Silver Champion,Helm
47675,Faceplate of Thunderous Rampage,Helm
44210,Faces of Doom,OffHand
58484,Fading Violet Sandals,Boots
39732,Faerlina's Madness,Helm
40320,Faithful Steel Sabatons,Boots
59500,Fall of Mortality,Trinket
49995,Fallen Lord's Handguards,Gloves
88881,Fallen Sentinel Bracers,Bracers
49830,Fallen Sentry's Hood,Helm
94278,Falling Blossom Cowl,Helm
94280,Falling Blossom Hood,Helm
94279,Falling Blossom Sandals,Boots
94277,Falling Blossom Treads,Boots
40283,Fallout Impervious Tunic,Chest
50290,Falric's Wrist-Chopper,Weapon
89424,Fan of Fiery Winds,OffHand
95147,Fancifully Frilled Tunic,Chest
69897,Fandral's Flamescythe,Weapon
86142,Fang Kung, Spark of Titans,Weapon
34165,Fang of Kalecgos,Weapon
21523,Fang of Korialstrasz,Weapon
45607,Fang of Oblivion,Weapon
19859,Fang of the Faceless,Weapon
30095,Fang of the Leviathan,Weapon
17070,Fang of the Mystics,Weapon
63533,Fang of Twilight,Weapon
30103,Fang of Vashj,Weapon
19903,Fang of Venoxis,Weapon
87643,Fangcracker Battlemace,Weapon
72862,Fanged Tentacle,Weapon
29385,Farstrider Defender's Cloak,Cloak
28764,Farstrider Wildercloak,Cloak
69634,Fasc's Preserved Boots,Boots
45471,Fate's Clutch,Ring
30663,Fathom-Brooch of the Tidewalker,Trinket
30728,Fathom-Helm of the Deeps,Helm
30049,Fathomstone,OffHand
44664,Favor of the Dragon Queen,Neck
77945,Fear,Weapon
89884,Fear-Blackened Leggings,Pants
105927,Featherdraw Longbow,Weapon
94811,Featherflight Belt,Belt
69551,Feathers of Akil'zon,Shoulders
71013,Feeding Frenzy,Weapon
23542,Fel Edged Battleaxe,Weapon
23546,Fel Hardened Maul,Weapon
19133,Fel Infused Leggings,Pants
30619,Fel Reaver's Piston,Trinket
29983,Fel-Steel Warhelm,Helm
34607,Fel-Tinged Mantle,Shoulders
23531,Felfury Gauntlets,Gloves
34180,Felfury Legplates,Pants
16806,Felheart Belt,Belt
16804,Felheart Bracers,Bracers
16805,Felheart Gloves,Gloves
16808,Felheart Horns,Helm
16810,Felheart Pants,Pants
16807,Felheart Shoulder Pads,Shoulders
16803,Felheart Slippers,Boots
47663,Felspark Bindings,Bracers
47861,Felspark Bracers,Bracers
23540,Felsteel Longblade,Weapon
23543,Felsteel Reaper,Weapon
32255,Felstone Bulwark,OffHand
34381,Felstrength Legplates,Pants
12590,Felstriker,Weapon
29346,Feltooth Eviscerator,Weapon
59510,Feludius' Mantle,Shoulders
102248,Fen-Yu, Fury of Xuen,Cloak
89803,Feng's Ring of Dreams,Ring
89802,Feng's Seal of Binding,Ring
29359,Feral Staff of Lashing,Weapon
22107,Feralheart Boots,Boots
22109,Feralheart Cowl,Helm
22110,Feralheart Gloves,Gloves
22113,Feralheart Vest,Chest
90592,Ferocious Necklace of the Golden Lotus,Neck
28610,Ferocious Swift-Kickers,Boots
47727,Fervor of the Frostborn,Trinket
46343,Fervor of the Protectorate,Neck
50967,Festergut's Gaseous Gloves,Gloves
50811,Festering Fingerguards,Gloves
103919,Festering Primordial Globule,OffHand
69595,Fetish Greaves,Pants
94796,Fetish of the Hydra,OffHand
33334,Fetish of the Primal Gods,OffHand
21647,Fetish of the Sand Reaver,Trinket
47879,Fetish of Volatile Power,Trinket
85993,Fetters of Death,Belt
28746,Fiend Slayer Boots,Boots
16989,Fiery Chain Girdle,Belt
16988,Fiery Chain Shoulders,Shoulders
37623,Fiery Obelisk Handguards,Gloves
69000,Fiery Quintessence,Trinket
70115,Fiery Treads,Boots
870,Fiery War Axe,Weapon
35700,Figurine - Crimson Serpent,Trinket
35693,Figurine - Empyrean Tortoise,Trinket
35694,Figurine - Khorium Boar,Trinket
35703,Figurine - Seaspray Albatross,Trinket
35702,Figurine - Shadowsong Panther,Trinket
71358,Fingers of Incineration,Gloves
88744,Fingers of the Loneliest Monk,Gloves
94757,Fingers of the Night,Gloves
18803,Finkle's Lava Dredger,Weapon
29921,Fire Crest Breastplate,Chest
77117,Fire of the Deep,Trinket
45946,Fire Orchid Signet,Ring
19142,Fire Runed Grimoire,OffHand
101781,Fire-Chanter Bindings,Bracers
101782,Fire-Chanter Boots,Boots
101783,Fire-Chanter Britches,Pants
101784,Fire-Chanter Gloves,Gloves
101785,Fire-Chanter Hood,Helm
101786,Fire-Chanter Jerkin,Chest
101787,Fire-Chanter Shoulders,Shoulders
101788,Fire-Chanter Waistband,Belt
95275,Fire-Charm Chestguard,Chest
95277,Fire-Charm Crown,Helm
95276,Fire-Charm Gauntlets,Gloves
95266,Fire-Charm Grips,Gloves
95270,Fire-Charm Handwraps,Gloves
95267,Fire-Charm Headpiece,Helm
95271,Fire-Charm Helm,Helm
95268,Fire-Charm Leggings,Pants
95278,Fire-Charm Legguards,Pants
95272,Fire-Charm Legwraps,Pants
95274,Fire-Charm Mantle,Shoulders
95279,Fire-Charm Shoulderguards,Shoulders
95269,Fire-Charm Spaulders,Shoulders
95265,Fire-Charm Tunic,Chest
95273,Fire-Charm Vest,Chest
30020,Fire-Cord of the Magus,Belt
39723,Fire-Scorched Greathelm,Helm
71255,Firearrow Belt,Belt
105800,Firearrow Shoulderpads,Shoulders
93067,Firebinder Cloak,Cloak
93076,Firebinder Collar,Neck
93077,Firebinder Ring,Ring
85288,Firebird's Cuirass,Chest
85351,Firebird's Faceguard,Helm
85290,Firebird's Gloves,Gloves
85287,Firebird's Grips,Gloves
85352,Firebird's Handwraps,Gloves
85291,Firebird's Headpiece,Helm
85286,Firebird's Helmet,Helm
85292,Firebird's Kilt,Pants
85285,Firebird's Legguards,Pants
85350,Firebird's Legwraps,Pants
85349,Firebird's Mantle,Shoulders
85293,Firebird's Shoulderwraps,Shoulders
85284,Firebird's Spaulders,Shoulders
70929,Firebound Gorget,Neck
71349,Firecat Leggings,Pants
89337,Firecracker Corona,Helm
28425,Fireguard,Weapon
19139,Fireguard Shoulders,Shoulders
71286,Firehawk Gloves,Gloves
71287,Firehawk Hood,Helm
71288,Firehawk Leggings,Pants
71290,Firehawk Mantle,Shoulders
70107,Fireheart Necklace,Neck
60247,Firelord's Gloves,Gloves
60243,Firelord's Hood,Helm
60245,Firelord's Leggings,Pants
60246,Firelord's Mantle,Shoulders
19400,Firemaw's Clutch,Belt
71254,Firemend Cinch,Belt
71214,Firemind Pendant,Neck
70114,Fireplume Girdle,Belt
18811,Fireproof Cloak,Cloak
90419,Fireproofed Chestguard,Chest
44183,Fireproven Gauntlets,Gloves
90445,Firerider Treads,Boots
71249,Firescar Sash,Belt
70993,Fireskin Gauntlets,Gloves
45287,Firesoul,Weapon
71266,Firesoul Wristguards,Bracers
47862,Firestorm Band,Ring
47618,Firestorm Ring,Ring
45288,Firestrider Chestguard,Chest
95090,Firestrike Cord,Belt
71784,Firethorn Mindslicer,Weapon
105790,Firetotem Bracers,Bracers
94733,Fissure-Split Shoulderwraps,Shoulders
21188,Fist of Cenarius,Weapon
32945,Fist of Molten Fury,Weapon
69936,Fists of Fury,Gloves
85821,Fists of Lightning,Gloves
32234,Fists of Mukoa,Gloves
23072,Fists of the Unrelenting,Gloves
105798,Flame Healer's Shoulderguards,Shoulders
59336,Flame Pillar Leggings,Pants
54506,Flame-Ascended Pantaloons,Pants
37171,Flame-Bathed Steel Girdle,Belt
37240,Flamebeard's Bracers,Bracers
71130,Flamebinder Bracers,Bracers
71131,Flamebinding Girdle,Belt
62364,Flamebloom Gloves,Gloves
94752,Flamecaster's Burning Crown,Helm
90442,Flamefoot Tabi,Boots
19143,Flameguard Gauntlets,Gloves
53502,Flamelash Amulet,Neck
93902,Flamescarred Draconian Deflector,OffHand
90420,Flameshot Wrap,Chest
103900,Flameslinger's Fiery Cowl,Helm
45162,Flamestalker Boots,Boots
29270,Flametongue Seal,OffHand
18861,Flamewaker Legplates,Pants
71050,Flamewaker's Gloves,Gloves
71051,Flamewaker's Headguard,Helm
71052,Flamewaker's Legguards,Pants
71053,Flamewaker's Spaulders,Shoulders
53504,Flamewaker's Treads,Boots
71054,Flamewaker's Tunic,Chest
45283,Flamewatch Armguards,Bracers
95106,Flameweaver Handwraps,Gloves
45185,Flamewrought Cinch,Belt
71005,Flaming Core Chestguard,Chest
95143,Flanker's Battletags,Neck
45518,Flare of the Heavens,Trinket
95003,Flare-Forged Greatbelt,Belt
16979,Flarecore Gloves,Gloves
19165,Flarecore Leggings,Pants
16980,Flarecore Mantle,Shoulders
18263,Flarecore Wraps,Bracers
59352,Flash Freeze Gauntlets,Gloves
32276,Flashfire Girdle,Belt
77316,Flashing Bracers of Warmth,Bracers
19134,Flayed Doomguard Belt,Belt
49806,Flayer's Black Belt,Belt
51011,Flesh-Carving Scalpel,Weapon
51000,Flesh-Shaper's Gurney Strap,Belt
40263,Fleshless Girdle,Belt
47516,Fleshrender,Weapon
50037,Fleshrending Gauntlets,Gloves
105799,Fleshsmoke Chain Shoulders,Shoulders
50269,Fleshwerk Leggings,Pants
34374,Fletcher's Gloves of the Phoenix,Gloves
71011,Flickering Cowl,Helm
70917,Flickering Handguards,Gloves
71025,Flickering Shoulderpads,Shoulders
71030,Flickering Shoulders,Shoulders
70735,Flickering Wristbands,Bracers
58190,Floating Web,Cloak
44912,Flow of Knowledge,Trinket
71348,Flowform Choker,Neck
71229,Flowing Flamewrath Cape,Cloak
49491,Flowing Sapphiron Drape,Cloak
58181,Fluid Death,Trinket
871,Flurry Axe,Weapon
49307,Fluttering Sapphiron Drape,Cloak
45869,Fluxing Energy Coils,Bracers
32270,Focused Mana Bindings,Bracers
40511,Focusing Energy Epaulets,Shoulders
28657,Fool's Bane,Weapon
40065,Fool's Trial,Neck
49895,Footpads of Impending Death,Boots
33357,Footpads of Madness,Boots
45564,Footpads of Silence,Boots
47194,Footpads of the Icy Floe,Boots
40519,Footsteps of Malygos,Boots
69950,Footwraps of Quenched Fire,Boots
21349,Footwraps of the Oracle,Boots
40243,Footwraps of Vile Deceit,Boots
33582,Footwraps of Wild Encroachment,Boots
18168,Force Reactive Disk,OffHand
93896,Forceful Hand of Justice,Trinket
47834,Fordragon Blades,Weapon
23838,Foreman's Enchanted Helmet,Helm
23839,Foreman's Reinforced Helmet,Helm
53487,Foreshadow Steps,Boots
32376,Forest Prowler's Helm,Helm
19587,Forest Stalker's Bracers,Bracers
28647,Forest Wind Shoulderpads,Shoulders
29263,Forestheart Bracers,Bracers
28752,Forestlord Striders,Boots
30535,Forestwalker Kilt,Pants
40258,Forethought Talisman,Trinket
77186,Forgesmelter Waistplate,Belt
95065,Forgotten Mantle of the Moon,Shoulders
95062,Forgotten Mantle of the Sun,Shoulders
47260,Forlorn Barrier,OffHand
19945,Foror's Eyepatch,Helm
47903,Forsaken Bonecarver,Weapon
47872,Fortitude of the Infernal,Neck
94516,Fortitude of the Zandalari,Trinket
95166,Forzarra's Last Meal,Ring
50310,Fossilized Ammonite Choker,Neck
72898,Foul Gift of the Demon Lord,Trinket
71984,Foundations of Courage,Pants
86156,Fragment of Fear Made Flesh,Ring
49834,Frayed Abomination Stitching Shoulders,Shoulders
50206,Frayed Scoundrel's Cap,Helm
30099,Frayed Tether of the Drowned,Neck
90408,Free Spirit Hood,Helm
942,Freezing Band,Ring
102303,Frenzied Crystal of Rage,Trinket
44073,Frenzyheart Insignia of Fury,Trinket
48697,Frenzystrike Longbow,Weapon
45116,Freya's Choker of Warding,Neck
45459,Frigid Strength of Hodir,Neck
50787,Frost Giant's Cleaver,Weapon
50771,Frost Needle,Weapon
50830,Frost Witch's Chestguard,Chest
50832,Frost Witch's Faceguard,Helm
50842,Frost Witch's Gloves,Gloves
50831,Frost Witch's Grips,Gloves
50836,Frost Witch's Handguards,Gloves
50841,Frost Witch's Hauberk,Chest
50837,Frost Witch's Headpiece,Helm
50843,Frost Witch's Helm,Helm
50844,Frost Witch's Kilt,Pants
50838,Frost Witch's Legguards,Pants
50834,Frost Witch's Shoulderguards,Shoulders
50845,Frost Witch's Shoulderpads,Shoulders
50839,Frost Witch's Spaulders,Shoulders
50835,Frost Witch's Tunic,Chest
50833,Frost Witch's War-Kilt,Pants
50272,Frost Wyrm Ribcage,Chest
45454,Frost-Bound Chain Bracers,Bracers
95102,Frost-Kissed Shoulderwraps,Shoulders
50205,Frostbinder's Shredded Cape,Cloak
49950,Frostbitten Fur Boots,Boots
47898,Frostblade Hatchet,Weapon
39198,Frostblight Pauldrons,Shoulders
94804,Frostborn Wristwraps,Bracers
50186,Frostbrood Sapphire Ring,Ring
40541,Frosted Adroit Handguards,Gloves
22502,Frostfire Belt,Belt
22503,Frostfire Bindings,Bracers
22498,Frostfire Circlet,Helm
22501,Frostfire Gloves,Gloves
22497,Frostfire Leggings,Pants
23062,Frostfire Ring,Ring
22500,Frostfire Sandals,Boots
22499,Frostfire Shoulderpads,Shoulders
49467,Frostforged Greathelm,Helm
49466,Frostforged Helm,Helm
49333,Frostforged Helmet,Helm
49332,Frostforged Ringhelm,Helm
45452,Frostplate Greaves,Pants
35514,Frostscythe of Lord Ahune,Weapon
50297,Frostsworn Bone Chestpiece,Chest
49836,Frostsworn Bone Leggings,Pants
17909,Frostwolf Insignia Rank 6,Trinket
49968,Frozen Bonespike,Weapon
45451,Frozen Loop,Ring
21870,Frozen Shadoweave Boots,Boots
21869,Frozen Shadoweave Shoulders,Shoulders
45823,Frozen Tear of Elune,Neck
94742,Frozen Warlord's Bracers,Bracers
86559,Frying Pan,Weapon
71039,Funeral Pyre,Weapon
39259,Fungi-Stained Coverings,Chest
77160,Fungus-Born Gloves,Gloves
93888,Furious Deathdealer Breastplate,Chest
33512,Furious Deathgrips,Gloves
32461,Furious Gizmatic Goggles,Helm
30861,Furious Shackles,Bracers
45313,Furnace Stone,Trinket
33640,Fury,Weapon
59461,Fury of Angerforge,Trinket
40431,Fury of the Five Flights,Trinket
33285,Fury of the Ursine,Bracers
90911,Furyheart Treads,Boots
45982,Fused Alloy Legplates,Pants
34889,Fused Nethergon Band,Ring
103970,Fusespark Gloves,Gloves
45990,Fusion Blade,Weapon
94987,Fusion Slasher Chestguard,Chest
102295,Fusion-Fire Core,Trinket
95501,Fyn's Flickering Dagger,Weapon
90725,Gaarn's Leggings of Infestation,Pants
32476,Gadgetstorm Goggles,Helm
103894,Galakrond Control Band,Ring
89822,Galaxyfire Girdle,Belt
63497,Gale Rouser Belt,Belt
63506,Gale Rouser Leggings,Pants
43988,Gale-Proof Cloak,Cloak
50042,Gangrenous Leggings,Pants
86321,Gao-Rei, Staff of the Legendary Protector,Weapon
103945,Gar'tok, Strength of the Faithful,Weapon
85994,Gara'kal, Fist of the Spiritbinder,Weapon
89832,Garalon's Graven Carapace,Chest
86174,Garalon's Hollow Skull,Helm
49802,Garfrost's Two-Ton Hammer,Weapon
33557,Gargon's Bracers of Peaceful Slumber,Bracers
50802,Gargoyle Spit Bracers,Bracers
34396,Garments of Crashing Shores,Chest
34229,Garments of Serene Shores,Chest
48804,Garona's Breastplate ,Chest
48243,Garona's Breastplate of Conquest,Chest
48233,Garona's Breastplate of Triumph,Chest
48805,Garona's Gauntlets ,Gloves
48244,Garona's Gauntlets of Conquest,Gloves
48234,Garona's Gauntlets of Triumph,Gloves
45523,Garona's Guise,Helm
48806,Garona's Helmet ,Helm
48245,Garona's Helmet of Conquest,Helm
48235,Garona's Helmet of Triumph,Helm
48807,Garona's Legplates ,Pants
48246,Garona's Legplates of Conquest,Pants
48236,Garona's Legplates of Triumph,Pants
48808,Garona's Pauldrons ,Shoulders
48247,Garona's Pauldrons of Conquest,Shoulders
48237,Garona's Pauldrons of Triumph,Shoulders
28649,Garona's Signet Ring,Ring
69842,Garr's Reinforced Girdle of Memories,Belt
47548,Garrosh's Rage,Cloak
71312,Gatecrasher,Weapon
50977,Gatecrasher's Gauntlets,Gloves
40370,Gatekeeper,Ring
82980,Gauntlets of Ancient Steel,Gloves
21581,Gauntlets of Annihilation,Gloves
87406,Gauntlets of Battle Command,Gloves
47330,Gauntlets of Bitter Reprisal,Gloves
39262,Gauntlets of Combined Strength,Gloves
99067,Gauntlets of Cyclopean Dread,Gloves
103791,Gauntlets of Discarded Time,Gloves
32072,Gauntlets of Dissension,Gloves
37363,Gauntlets of Dragon Wrath,Gloves
32280,Gauntlets of Enforcement,Gloves
77166,Gauntlets of Feathery Blows,Gloves
40316,Gauntlets of Guiding Touch,Gloves
21998,Gauntlets of Heroism,Gloves
103819,Gauntlets of Insane Calculations,Gloves
88749,Gauntlets of Jade Sutras,Gloves
21624,Gauntlets of Kalimdor,Gloves
70116,Gauntlets of Living Obsidium,Gloves
29097,Gauntlets of Malorne,Gloves
28824,Gauntlets of Martial Perfection,Gloves
16863,Gauntlets of Might,Gloves
47851,Gauntlets of Mounting Anger,Gloves
21458,Gauntlets of New Life,Gloves
50976,Gauntlets of Overexposure,Gloves
76875,Gauntlets of Radiant Glory,Gloves
34916,Gauntlets of Rapidity,Gloves
28505,Gauntlets of Renewed Hope,Gloves
85331,Gauntlets of Resounding Rings,Gloves
47567,Gauntlets of Revelation,Gloves
47609,Gauntlets of Rising Anger,Gloves
45481,Gauntlets of Ruthless Reprisal,Gloves
45835,Gauntlets of Serene Blessing,Gloves
99064,Gauntlets of Seven Sacred Seals,Gloves
33528,Gauntlets of Sniping,Gloves
21674,Gauntlets of Steadfast Determination,Gloves
72800,Gauntlets of Temporal Interference,Gloves
16948,Gauntlets of Ten Storms,Gloves
95226,Gauntlets of the All-Consuming Maw,Gloves
